,,,,,,,,,
Operating Airline,Operating Airline IATA Code,Published Airline,GEO Region,Activity Type Code,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,4111,Enplaned,4111,2014,November
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,43244,Deplaned,43244,2014,November
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,43775,Enplaned,43775,2014,November
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,5932,Deplaned,5932,2014,November
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,5822,Enplaned,5822,2014,November
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,5485,Deplaned,5485,2014,November
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,5810,Enplaned,5810,2014,November
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,21735,Deplaned,21735,2014,November
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,21632,Enplaned,21632,2014,November
Mesa Airlines,YV,American Airlines,US,Deplaned,3825,Deplaned,3825,2014,November
Mesa Airlines,YV,American Airlines,US,Enplaned,3806,Enplaned,3806,2014,November
Mesa Airlines,YV,US Airways,US,Deplaned,811,Deplaned,811,2014,November
Mesa Airlines,YV,US Airways,US,Enplaned,548,Enplaned,548,2014,November
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,9259,Deplaned,9259,2014,November
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,9319,Enplaned,9319,2014,November
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,4566,Deplaned,4566,2014,November
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,5055,Enplaned,5055,2014,November
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,12043,Deplaned,12043,2014,November
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,12281,Enplaned,12281,2014,November
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,1507,Deplaned,1507,2014,November
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,1708,Enplaned,1708,2014,November
SkyWest Airlines,OO,United Airlines,US,Deplaned,135983,Deplaned,135983,2014,November
SkyWest Airlines,OO,United Airlines,US,Enplaned,137153,Enplaned,137153,2014,November
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,5496,Deplaned,5496,2014,November
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,6575,Deplaned,6575,2014,November
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,11606,Enplaned,11606,2014,November
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,134263,Deplaned,134263,2014,November
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,134577,Enplaned,134577,2014,November
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,26,Thru / Transit * 2,52,2014,November
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,5417,Deplaned,5417,2014,November
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,5732,Enplaned,5732,2014,November
Swiss International,LX,Swiss International,Europe,Deplaned,5536,Deplaned,5536,2014,November
Swiss International,LX,Swiss International,Europe,Enplaned,4993,Enplaned,4993,2014,November
Swissport USA,,Swissport USA,Central America,Deplaned,234,Deplaned,234,2014,November
Swissport USA,,Swissport USA,Central America,Enplaned,234,Enplaned,234,2014,November
TACA,TA,TACA,Central America,Deplaned,4847,Deplaned,4847,2014,November
TACA,TA,TACA,Central America,Enplaned,5272,Enplaned,5272,2014,November
US Airways,US,US Airways,US,Deplaned,63907,Deplaned,63907,2014,November
US Airways,US,US Airways,US,Enplaned,67062,Enplaned,67062,2014,November
United Airlines,UA,United Airlines,US,Deplaned,23724,Deplaned,23724,2014,November
United Airlines,UA,United Airlines,US,Enplaned,22502,Enplaned,22502,2014,November
United Airlines,UA,United Airlines,US,Thru / Transit,11,Thru / Transit * 2,22,2014,November
United Airlines,UA,United Airlines,US,Deplaned,224032,Deplaned,224032,2014,November
United Airlines,UA,United Airlines,US,Enplaned,246101,Enplaned,246101,2014,November
United Airlines,UA,United Airlines,US,Thru / Transit,65,Thru / Transit * 2,130,2014,November
United Airlines,UA,United Airlines,US,Deplaned,309094,Deplaned,309094,2014,November
United Airlines,UA,United Airlines,US,Enplaned,297053,Enplaned,297053,2014,November
United Airlines,UA,United Airlines,US,Thru / Transit,215,Thru / Transit * 2,430,2014,November
United Airlines,UA,United Airlines,Asia,Deplaned,64148,Deplaned,64148,2014,November
United Airlines,UA,United Airlines,Asia,Enplaned,61696,Enplaned,61696,2014,November
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,6386,Deplaned,6386,2014,November
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,6643,Enplaned,6643,2014,November
United Airlines,UA,United Airlines,Canada,Deplaned,2045,Deplaned,2045,2014,November
United Airlines,UA,United Airlines,Canada,Enplaned,245,Enplaned,245,2014,November
United Airlines,UA,United Airlines,Canada,Thru / Transit,1,Thru / Transit * 2,2,2014,November
United Airlines,UA,United Airlines,Canada,Deplaned,3958,Deplaned,3958,2014,November
United Airlines,UA,United Airlines,Canada,Enplaned,595,Enplaned,595,2014,November
United Airlines,UA,United Airlines,Canada,Deplaned,4101,Deplaned,4101,2014,November
United Airlines,UA,United Airlines,Canada,Enplaned,9007,Enplaned,9007,2014,November
United Airlines,UA,United Airlines,Europe,Deplaned,18462,Deplaned,18462,2014,November
United Airlines,UA,United Airlines,Europe,Enplaned,17760,Enplaned,17760,2014,November
United Airlines,UA,United Airlines,Mexico,Deplaned,19939,Deplaned,19939,2014,November
United Airlines,UA,United Airlines,Mexico,Enplaned,14642,Enplaned,14642,2014,November
United Airlines,UA,United Airlines,Mexico,Thru / Transit,15,Thru / Transit * 2,30,2014,November
United Airlines,UA,United Airlines,Mexico,Enplaned,612,Enplaned,612,2014,November
United Airlines,UA,United Airlines,Mexico,Enplaned,6322,Enplaned,6322,2014,November
Virgin America,VX,Virgin America,US,Deplaned,152231,Deplaned,152231,2014,November
Virgin America,VX,Virgin America,US,Enplaned,155315,Enplaned,155315,2014,November
Virgin America,VX,Virgin America,Mexico,Deplaned,3682,Deplaned,3682,2014,November
Virgin America,VX,Virgin America,Mexico,Enplaned,3987,Enplaned,3987,2014,November
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,8243,Deplaned,8243,2014,November
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,8869,Enplaned,8869,2014,November
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,3956,Deplaned,3956,2014,December
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,3931,Enplaned,3931,2014,December
Aeromexico,AM,Aeromexico,Mexico,Deplaned,9587,Deplaned,9587,2014,December
Aeromexico,AM,Aeromexico,Mexico,Enplaned,12909,Enplaned,12909,2014,December
Air Canada,AC,Air Canada,Canada,Deplaned,12823,Deplaned,12823,2014,December
Air Canada,AC,Air Canada,Canada,Enplaned,11842,Enplaned,11842,2014,December
Air Canada,AC,Air Canada,Canada,Deplaned,13346,Deplaned,13346,2014,December
Air Canada,AC,Air Canada,Canada,Enplaned,12325,Enplaned,12325,2014,December
Air China,CA,Air China,Asia,Deplaned,7713,Deplaned,7713,2014,December
Air China,CA,Air China,Asia,Enplaned,7391,Enplaned,7391,2014,December
Air France,AF,Air France,Europe,Deplaned,8587,Deplaned,8587,2014,December
Air France,AF,Air France,Europe,Enplaned,8581,Enplaned,8581,2014,December
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,11463,Deplaned,11463,2014,December
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,11301,Enplaned,11301,2014,December
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,48590,Deplaned,48590,2014,December
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,50970,Enplaned,50970,2014,December
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,5985,Deplaned,5985,2014,December
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,6676,Enplaned,6676,2014,December
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,7316,Deplaned,7316,2014,December
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,7206,Enplaned,7206,2014,December
American Airlines,AA,American Airlines,US,Deplaned,123528,Deplaned,123528,2014,December
American Airlines,AA,American Airlines,US,Enplaned,122988,Enplaned,122988,2014,December
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,7680,Deplaned,7680,2014,December
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,7564,Enplaned,7564,2014,December
British Airways,BA,British Airways,Europe,Deplaned,16342,Deplaned,16342,2014,December
British Airways,BA,British Airways,Europe,Enplaned,16084,Enplaned,16084,2014,December
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,16269,Deplaned,16269,2014,December
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,17848,Enplaned,17848,2014,December
China Airlines,CI,China Airlines,Asia,Deplaned,8423,Deplaned,8423,2014,December
China Airlines,CI,China Airlines,Asia,Enplaned,10551,Enplaned,10551,2014,December
China Eastern,MU,China Eastern,Asia,Deplaned,4690,Deplaned,4690,2014,December
China Eastern,MU,China Eastern,Asia,Enplaned,5099,Enplaned,5099,2014,December
China Southern,CZ,China Southern,Asia,Deplaned,1326,Deplaned,1326,2014,December
China Southern,CZ,China Southern,Asia,Enplaned,1403,Enplaned,1403,2014,December
Compass Airlines,CP,Delta Air Lines,US,Deplaned,33935,Deplaned,33935,2014,December
Compass Airlines,CP,Delta Air Lines,US,Enplaned,35171,Enplaned,35171,2014,December
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,116509,Deplaned,116509,2014,December
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,113410,Enplaned,113410,2014,December
Delta Air Lines,DL,Delta Air Lines,US,Thru / Transit,138,Thru / Transit * 2,276,2014,December
EVA Airways,BR,EVA Airways,Asia,Deplaned,16100,Deplaned,16100,2014,December
EVA Airways,BR,EVA Airways,Asia,Enplaned,16455,Enplaned,16455,2014,December
Emirates,EK,Emirates,Middle East,Deplaned,11372,Deplaned,11372,2014,December
Emirates,EK,Emirates,Middle East,Enplaned,14206,Enplaned,14206,2014,December
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,6407,Deplaned,6407,2014,December
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,8383,Enplaned,8383,2014,December
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,21222,Deplaned,21222,2014,December
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,21003,Enplaned,21003,2014,December
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,11376,Deplaned,11376,2014,December
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,13191,Enplaned,13191,2014,December
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,5186,Deplaned,5186,2014,December
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6125,Enplaned,6125,2014,December
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,43107,Deplaned,43107,2014,December
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,43327,Enplaned,43327,2014,December
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,6745,Deplaned,6745,2014,December
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,6447,Enplaned,6447,2014,December
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,6341,Deplaned,6341,2014,December
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,6561,Enplaned,6561,2014,December
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,19504,Deplaned,19504,2014,December
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,19086,Enplaned,19086,2014,December
Mesa Airlines,YV,American Airlines,US,Deplaned,3956,Deplaned,3956,2014,December
Mesa Airlines,YV,American Airlines,US,Enplaned,3914,Enplaned,3914,2014,December
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,10072,Deplaned,10072,2014,December
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,12992,Enplaned,12992,2014,December
Republic Airlines,RW,Republic Airlines,US,Deplaned,52,Deplaned,52,2014,December
Republic Airlines,RW,Republic Airlines,US,Enplaned,52,Enplaned,52,2014,December
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,4736,Deplaned,4736,2014,December
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,4608,Enplaned,4608,2014,December
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,12910,Deplaned,12910,2014,December
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,14953,Enplaned,14953,2014,December
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,3031,Deplaned,3031,2014,December
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,2915,Enplaned,2915,2014,December
SkyWest Airlines,OO,United Airlines,US,Deplaned,131825,Deplaned,131825,2014,December
SkyWest Airlines,OO,United Airlines,US,Enplaned,137377,Enplaned,137377,2014,December
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1733,Deplaned,1733,2014,December
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,12751,Deplaned,12751,2014,December
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,13919,Enplaned,13919,2014,December
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,136275,Deplaned,136275,2014,December
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,139591,Enplaned,139591,2014,December
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,20,Thru / Transit * 2,40,2014,December
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,7284,Deplaned,7284,2014,December
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,7121,Enplaned,7121,2014,December
Swiss International,LX,Swiss International,Europe,Deplaned,6044,Deplaned,6044,2014,December
Swiss International,LX,Swiss International,Europe,Enplaned,5745,Enplaned,5745,2014,December
TACA,TA,TACA,Central America,Deplaned,5454,Deplaned,5454,2014,December
TACA,TA,TACA,Central America,Enplaned,6018,Enplaned,6018,2014,December
US Airways,US,US Airways,US,Deplaned,70220,Deplaned,70220,2014,December
US Airways,US,US Airways,US,Enplaned,70214,Enplaned,70214,2014,December
United Airlines,UA,United Airlines,US,Deplaned,30952,Deplaned,30952,2014,December
United Airlines,UA,United Airlines,US,Enplaned,29766,Enplaned,29766,2014,December
United Airlines,UA,United Airlines,US,Deplaned,247015,Deplaned,247015,2014,December
United Airlines,UA,United Airlines,US,Enplaned,260540,Enplaned,260540,2014,December
United Airlines,UA,United Airlines,US,Thru / Transit,254,Thru / Transit * 2,508,2014,December
United Airlines,UA,United Airlines,US,Deplaned,321699,Deplaned,321699,2014,December
United Airlines,UA,United Airlines,US,Enplaned,308246,Enplaned,308246,2014,December
United Airlines,UA,United Airlines,US,Thru / Transit,644,Thru / Transit * 2,1288,2014,December
United Airlines,UA,United Airlines,Asia,Deplaned,68621,Deplaned,68621,2014,December
United Airlines,UA,United Airlines,Asia,Enplaned,70227,Enplaned,70227,2014,December
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,7597,Deplaned,7597,2014,December
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,6516,Enplaned,6516,2014,December
United Airlines,UA,United Airlines,Canada,Deplaned,1731,Deplaned,1731,2014,December
United Airlines,UA,United Airlines,Canada,Deplaned,2511,Deplaned,2511,2014,December
United Airlines,UA,United Airlines,Canada,Deplaned,5144,Deplaned,5144,2014,December
United Airlines,UA,United Airlines,Canada,Enplaned,8864,Enplaned,8864,2014,December
United Airlines,UA,United Airlines,Europe,Deplaned,18891,Deplaned,18891,2014,December
United Airlines,UA,United Airlines,Europe,Enplaned,17691,Enplaned,17691,2014,December
United Airlines,UA,United Airlines,Mexico,Deplaned,20467,Deplaned,20467,2014,December
United Airlines,UA,United Airlines,Mexico,Enplaned,23211,Enplaned,23211,2014,December
United Airlines,UA,United Airlines,Mexico,Thru / Transit,17,Thru / Transit * 2,34,2014,December
Virgin America,VX,Virgin America,US,Deplaned,164412,Deplaned,164412,2014,December
Virgin America,VX,Virgin America,US,Enplaned,165255,Enplaned,165255,2014,December
Virgin America,VX,Virgin America,Mexico,Deplaned,3406,Deplaned,3406,2014,December
Virgin America,VX,Virgin America,Mexico,Enplaned,4180,Enplaned,4180,2014,December
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,9439,Deplaned,9439,2014,December
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,9157,Enplaned,9157,2014,December
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,3737,Deplaned,3737,2015,January
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,3032,Enplaned,3032,2015,January
Aeromexico,AM,Aeromexico,Mexico,Deplaned,13288,Deplaned,13288,2015,January
Aeromexico,AM,Aeromexico,Mexico,Enplaned,11600,Enplaned,11600,2015,January
Air Canada,AC,Air Canada,Canada,Deplaned,11565,Deplaned,11565,2015,January
Air Canada,AC,Air Canada,Canada,Enplaned,11102,Enplaned,11102,2015,January
Air Canada,AC,Air Canada,Canada,Deplaned,10676,Deplaned,10676,2015,January
Air Canada,AC,Air Canada,Canada,Enplaned,10248,Enplaned,10248,2015,January
Air China,CA,Air China,Asia,Deplaned,7177,Deplaned,7177,2015,January
Air China,CA,Air China,Asia,Enplaned,5248,Enplaned,5248,2015,January
Air France,AF,Air France,Europe,Deplaned,7675,Deplaned,7675,2015,January
Air France,AF,Air France,Europe,Enplaned,7294,Enplaned,7294,2015,January
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,11785,Deplaned,11785,2015,January
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,12973,Enplaned,12973,2015,January
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,49993,Deplaned,49993,2015,January
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,48121,Enplaned,48121,2015,January
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,6591,Deplaned,6591,2015,January
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,5331,Enplaned,5331,2015,January
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,7355,Deplaned,7355,2015,January
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,6336,Enplaned,6336,2015,January
American Airlines,AA,American Airlines,US,Deplaned,114823,Deplaned,114823,2015,January
American Airlines,AA,American Airlines,US,Enplaned,107237,Enplaned,107237,2015,January
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,8108,Deplaned,8108,2015,January
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,6423,Enplaned,6423,2015,January
British Airways,BA,British Airways,Europe,Deplaned,16745,Deplaned,16745,2015,January
British Airways,BA,British Airways,Europe,Enplaned,15889,Enplaned,15889,2015,January
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,17634,Deplaned,17634,2015,January
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,16513,Enplaned,16513,2015,January
China Airlines,CI,China Airlines,Asia,Deplaned,10158,Deplaned,10158,2015,January
China Airlines,CI,China Airlines,Asia,Enplaned,11307,Enplaned,11307,2015,January
China Eastern,MU,China Eastern,Asia,Deplaned,5761,Deplaned,5761,2015,January
China Eastern,MU,China Eastern,Asia,Enplaned,3807,Enplaned,3807,2015,January
China Southern,CZ,China Southern,Asia,Deplaned,2774,Deplaned,2774,2015,January
China Southern,CZ,China Southern,Asia,Enplaned,2291,Enplaned,2291,2015,January
